freq,siec,indic_nrgm,unit,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,G3000,CMPY_NG5,PC,HR	98.240 	95.800 	97.300 	90.200 	89.030 	93.940 	89.570 	89.460 	93.090 	91.220 	98.320 	: 
A,G3000,CMPY_NG5,PC,HU	91.010 	88.680 	82.430 	82.390 	77.945 	75.607 	74.321 	77.385 	67.629 	63.743 	64.772 	: 
A,G3000,CMPY_NG5,PC,IE	83.260 	79.910 	84.530 	95.870 	92.000 	99.730 	96.160 	92.130 	94.060 	94.000 	80.248 	: 
A,G3000,CMPY_NG5,PC,IT	81.600 	84.500 	86.000 	84.750 	85.170 	83.440 	76.310 	82.100 	87.400 	82.600 	84.300 	: 
A,G3000,CMPY_NG5,PC,LT	99.600 	99.600 	93.100 	96.900 	98.200 	97.600 	97.700 	93.000 	92.290 	87.300 	91.900 	: 
A,G3000,CMPY_NG5,PC,LU	94.940 	93.770 	95.390 	98.340 	97.830 	98.310 	98.110 	98.420 	98.270 	98.760 	99.740 	: 
A,G3000,CMPY_NG5,PC,LV	100.000 	100.000 	100.000 	100.000 	92.260 	90.950 	88.990 	93.420 	95.600 	89.690 	85.710 	: 
A,G3000,CMPY_NG5,PC,MD	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	94.100 	: 
A,G3000,CMPY_NG5,PC,MK	98.400 	98.600 	98.500 	96.310 	97.710 	97.960 	100.000 	100.000 	100.000 	100.000 	99.938 	97.044 
A,G3000,CMPY_NG5,PC,MT	: 	: 	: 	: 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	: 
A,G3000,CMPY_NG5,PC,PL	92.090 	88.040 	82.480 	83.050 	89.730 	88.780 	95.680 	93.940 	95.540 	92.230 	89.930 	: 
A,G3000,CMPY_NG5,PC,PT	95.840 	95.940 	93.780 	97.080 	98.530 	97.617 	97.550 	98.830 	97.079 	98.340 	95.843 	: 
A,G3000,CMPY_NG5,PC,RO	85.450 	90.040 	92.580 	89.430 	84.840 	83.860 	88.644 	88.780 	88.690 	84.730 	87.770 	: 
A,G3000,CMPY_NG5,PC,RS	95.000 	86.000 	95.000 	90.000 	92.000 	91.000 	95.000 	89.000 	86.000 	93.700 	100.000 	: 
A,G3000,CMPY_NG5,PC,SE	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	: 
A,G3000,CMPY_NG5,PC,SI	99.300 	97.550 	97.330 	96.220 	96.730 	97.490 	99.720 	99.740 	99.730 	99.720 	99.710 	: 
A,G3000,CMPY_NG5,PC,SK	96.730 	94.960 	97.490 	98.730 	95.730 	97.090 	91.910 	94.050 	93.500 	98.180 	93.570 	: 
A,G3000,CMPY_NG5,PC,TR	88.850 	82.510 	84.630 	96.420 	84.040 	83.910 	95.420 	90.010 	92.800 	95.000 	89.030 	: 
A,G3000,GRTL,NR,AT	45.000 	54.000 	56.000 	64.000 	65.000 	69.000 	71.000 	72.000 	68.000 	61.000 	57.000 	: 
A,G3000,GRTL,NR,BA	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	7.000 	7.000 	7.000 	7.000 	7.000 	: 
A,G3000,GRTL,NR,BE	29.000 	37.000 	46.000 	40.000 	41.000 	37.000 	41.000 	40.000 	38.000 	30.000 	30.000 	: 
A,G3000,GRTL,NR,BG	23.000 	21.000 	22.000 	21.000 	21.000 	19.000 	21.000 	21.000 	27.000 	27.000 	26.000 	: 
A,G3000,GRTL,NR,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,G3000,GRTL,NR,CZ	74.000 	80.000 	88.000 	98.000 	110.000 	63.000 	125.000 	133.000 	137.000 	99.000 	110.000 	: 
A,G3000,GRTL,NR,DE	825.000 	854.000 	946.000 	983.000 	995.000 	990.000 	985.000 	979.000 	979.000 	979.000 	973.000 	: 
A,G3000,GRTL,NR,DK	14.000 	20.000 	17.000 	18.000 	15.000 	14.000 	13.000 	12.000 	12.000 	12.000 	13.000 	: 
A,G3000,GRTL,NR,EE	23.000 	22.000 	21.000 	24.000 	24.000 	37.000 	39.000 	36.000 	28.000 	23.000 	21.000 	: 
A,G3000,GRTL,NR,EL	11.000 	16.000 	21.000 	29.000 	39.000 	21.000 	25.000 	24.000 	22.000 	23.000 	22.000 	: 
A,G3000,GRTL,NR,ES	37.000 	44.000 	52.000 	56.000 	71.000 	73.000 	97.000 	121.000 	141.000 	148.000 	130.000 	140.000 
A,G3000,GRTL,NR,FI	26.000 	26.000 	23.000 	24.000 	24.000 	24.000 	24.000 	10.000 	12.000 	10.000 	12.000 	: 
A,G3000,GRTL,NR,FR	61.000 	64.000 	66.000 	71.000 	74.000 	74.000 	67.000 	68.000 	81.000 	78.000 	63.000 	: 
A,G3000,GRTL,NR,GE	: 	: 	41.000 	40.000 	35.000 	32.000 	33.000 	33.000 	30.000 	28.000 	28.000 	: 
A,G3000,GRTL,NR,HR	42.000 	40.000 	45.000 	46.000 	46.000 	44.000 	45.000 	46.000 	42.000 	39.000 	39.000 	: 
A,G3000,GRTL,NR,HU	24.000 	29.000 	32.000 	28.000 	27.000 	27.000 	29.000 	29.000 	25.000 	26.000 	26.000 	: 
A,G3000,GRTL,NR,IE	7.000 	7.000 	7.000 	8.000 	9.000 	9.000 	11.000 	9.000 	8.000 	6.000 	6.000 	: 
A,G3000,GRTL,NR,IT	330.000 	342.000 	378.000 	393.000 	420.000 	412.000 	446.000 	612.000 	697.000 	696.000 	634.000 	: 
A,G3000,GRTL,NR,LT	5.000 	3.000 	4.000 	4.000 	4.000 	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	: 
A,G3000,GRTL,NR,LU	5.000 	6.000 	6.000 	8.000 	8.000 	9.000 	8.000 	7.000 	6.000 	6.000 	5.000 	: 
A,G3000,GRTL,NR,LV	1.000 	1.000 	1.000 	1.000 	6.000 	11.000 	11.000 	11.000 	10.000 	9.000 	12.000 	: 
A,G3000,GRTL,NR,MD	20.000 	20.000 	20.000 	20.000 	11.000 	14.000 	15.000 	24.000 	24.000 	25.000 	24.000 	: 
A,G3000,GRTL,NR,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,G3000,GRTL,NR,MK	7.000 	7.000 	7.000 	7.000 	7.000 	8.000 	6.000 	6.000 	6.000 	7.000 	8.000 	9.000 
A,G3000,GRTL,NR,NL	45.000 	46.000 	51.000 	48.000 	48.000 	48.000 	52.000 	52.000 	52.000 	48.000 	53.000 	: 
A,G3000,GRTL,NR,PL	64.000 	78.000 	88.000 	113.000 	108.000 	113.000 	112.000 	113.000 	108.000 	118.000 	109.000 	: 
A,G3000,GRTL,NR,PT	22.000 	22.000 	23.000 	23.000 	25.000 	24.000 	25.000 	26.000 	25.000 	28.000 	30.000 	: 
A,G3000,GRTL,NR,RO	67.000 	70.000 	74.000 	84.000 	86.000 	80.000 	73.000 	76.000 	75.000 	68.000 	58.000 	: 
A,G3000,GRTL,NR,RS	37.000 	35.000 	36.000 	38.000 	39.000 	37.000 	35.000 	35.000 	34.000 	33.000 	34.000 	: 
A,G3000,GRTL,NR,SE	6.000 	6.000 	7.000 	7.000 	7.000 	7.000 	7.000 	8.000 	7.000 	6.000 	6.000 	: 
A,G3000,GRTL,NR,SI	21.000 	21.000 	20.000 	22.000 	28.000 	23.000 	22.000 	22.000 	23.000 	19.000 	19.000 	: 
A,G3000,GRTL,NR,SK	26.000 	25.000 	29.000 	25.000 	28.000 	27.000 	26.000 	26.000 	26.000 	20.000 	19.000 	: 
A,G3000,GRTL,NR,TR	119.000 	118.000 	117.000 	118.000 	121.000 	118.000 	112.000 	119.000 	123.000 	117.000 	111.000 	: 
A,G3000,GRTL,NR,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,G3000,GRTL_LG,PC,BA	62.940 	59.440 	65.740 	74.400 	75.970 	72.980 	72.130 	64.050 	58.870 	54.970 	57.310 	: 
A,G3000,GRTL_LG,PC,BE	27.900 	27.100 	31.700 	34.400 	32.100 	30.400 	29.900 	32.100 	33.300 	38.200 	39.700 	: 
A,G3000,GRTL_LG,PC,BG	78.460 	80.590 	82.090 	83.650 	83.800 	83.050 	80.330 	74.490 	63.630 	63.150 	66.120 	: 
A,G3000,GRTL_LG,PC,CZ	39.400 	35.610 	36.560 	34.950 	31.070 	25.636 	29.270 	28.122 	29.404 	28.560 	31.410 	: 
A,G3000,GRTL_LG,PC,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.300 	: 
A,G3000,GRTL_LG,PC,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24.800 	: 
A,G3000,GRTL_LG,PC,EE	96.000 	97.000 	81.000 	92.000 	92.000 	90.000 	90.000 	46.000 	68.260 	38.510 	37.893 	: 
A,G3000,GRTL_LG,PC,EL	83.600 	74.100 	65.200 	76.100 	60.360 	37.370 	35.950 	33.710 	33.590 	31.080 	27.740 	: 
A,G3000,GRTL_LG,PC,ES	34.540 	37.510 	36.730 	35.610 	31.810 	38.640 	19.560 	16.180 	20.460 	22.270 	27.300 	27.000 
A,G3000,GRTL_LG,PC,FI	85.000 	88.000 	91.000 	90.000 	90.000 	90.000 	90.000 	30.440 	28.040 	38.300 	30.920 	: 
A,G3000,GRTL_LG,PC,FR	51.500 	47.100 	39.000 	35.800 	34.100 	37.000 	36.600 	34.300 	34.200 	35.500 	32.600 	: 
A,G3000,GRTL_LG,PC,GE	: 	: 	27.000 	34.000 	34.000 	35.108 	31.183 	36.000 	38.000 	35.500 	35.580 	: 
A,G3000,GRTL_LG,PC,HR	40.780 	38.480 	39.170 	38.340 	35.960 	35.740 	36.030 	34.840 	29.290 	39.270 	39.350 	: 
A,G3000,GRTL_LG,PC,HU	21.450 	20.370 	20.960 	23.260 	58.502 	54.507 	44.659 	53.468 	57.844 	57.323 	59.479 	: 
A,G3000,GRTL_LG,PC,IE	40.170 	35.680 	45.120 	47.650 	47.510 	43.574 	39.244 	28.730 	41.660 	42.580 	39.210 	: 
A,G3000,GRTL_LG,PC,IT	25.600 	24.600 	23.800 	21.400 	16.200 	19.300 	19.400 	18.400 	17.100 	15.900 	11.800 	: 
A,G3000,GRTL_LG,PC,LT	98.000 	90.350 	96.240 	83.280 	81.600 	81.700 	75.420 	49.400 	48.880 	53.300 	37.450 	: 
A,G3000,GRTL_LG,PC,LU	61.340 	47.690 	32.550 	33.470 	39.010 	39.490 	38.430 	40.060 	39.140 	37.440 	36.730 	: 
A,G3000,GRTL_LG,PC,LV	100.000 	100.000 	100.000 	100.000 	86.740 	81.820 	72.560 	67.320 	59.320 	57.100 	41.070 	: 
A,G3000,GRTL_LG,PC,MD	63.500 	63.100 	64.600 	64.900 	98.400 	97.090 	96.560 	91.100 	89.300 	85.540 	92.850 	: 
A,G3000,GRTL_LG,PC,MK	70.240 	62.550 	66.390 	45.500 	47.910 	42.240 	77.270 	77.121 	81.303 	68.948 	74.202 	71.430 
A,G3000,GRTL_LG,PC,PL	88.910 	64.428 	47.188 	43.180 	43.317 	44.414 	42.824 	44.025 	47.409 	50.807 	47.309 	: 
A,G3000,GRTL_LG,PC,PT	51.850 	41.660 	40.700 	37.290 	37.350 	32.823 	32.620 	31.460 	36.918 	37.466 	34.980 	: 
A,G3000,GRTL_LG,PC,RO	25.400 	26.590 	27.300 	27.120 	25.680 	24.560 	24.600 	23.510 	24.330 	24.840 	26.819 	: 
A,G3000,GRTL_LG,PC,RS	64.000 	66.000 	67.000 	79.000 	80.000 	81.000 	81.000 	81.000 	81.000 	80.000 	79.900 	: 
A,G3000,GRTL_LG,PC,SE	: 	: 	: 	: 	: 	: 	: 	55.530 	56.060 	67.565 	72.374 	: 
A,G3000,GRTL_LG,PC,SI	57.700 	56.770 	50.480 	47.800 	45.920 	43.700 	45.200 	46.500 	43.400 	47.200 	45.800 	: 
A,G3000,GRTL_LG,PC,SK	63.220 	60.990 	57.130 	55.500 	52.670 	48.440 	50.800 	56.200 	59.400 	56.800 	61.600 	: 
A,G3000,GRTL_NG5,PC,AT	59.000 	56.000 	60.000 	63.000 	69.000 	65.000 	67.000 	65.000 	64.000 	65.000 	72.000 	: 
A,G3000,GRTL_NG5,PC,BA	91.510 	93.400 	93.540 	92.960 	92.190 	90.970 	91.020 	93.750 	90.150 	86.500 	87.670 	: 
A,G3000,GRTL_NG5,PC,BE	79.800 	78.200 	76.200 	73.500 	74.400 	71.400 	76.600 	74.800 	77.100 	81.600 	73.900 	: 
A,G3000,GRTL_NG5,PC,BG	88.480 	90.120 	90.910 	92.340 	92.380 	92.120 	89.180 	84.380 	81.750 	88.520 	85.199 	: 
A,G3000,GRTL_NG5,PC,CZ	68.430 	80.650 	77.410 	68.980 	64.620 	76.082 	58.350 	55.801 	60.362 	60.360 	67.120 	: 
A,G3000,GRTL_NG5,PC,DE	26.000 	26.000 	25.760 	23.000 	26.400 	27.000 	26.500 	27.000 	24.900 	26.200 	13.300 	: 
A,G3000,GRTL_NG5,PC,DK	90.000 	89.000 	92.000 	96.000 	95.000 	93.270 	90.030 	85.780 	88.560 	95.830 	72.900 	: 
A,G3000,GRTL_NG5,PC,EE	96.000 	97.000 	81.000 	92.000 	92.000 	90.000 	90.000 	51.000 	86.900 	78.940 	82.834 	: 
A,G3000,GRTL_NG5,PC,EL	95.300 	89.100 	81.300 	87.980 	95.820 	91.330 	88.940 	81.780 	83.770 	84.280 	87.820 	: 
A,G3000,GRTL_NG5,PC,ES	73.290 	75.850 	74.180 	71.650 	62.130 	75.590 	55.610 	56.700 	56.470 	54.390 	70.100 	71.700 
A,G3000,GRTL_NG5,PC,FI	85.000 	88.000 	91.000 	90.000 	90.000 	90.000 	90.000 	90.870 	81.930 	96.350 	98.060 	: 
A,G3000,GRTL_NG5,PC,FR	76.700 	73.900 	66.000 	59.700 	59.100 	66.700 	59.600 	60.800 	67.500 	67.300 	70.100 	: 
A,G3000,GRTL_NG5,PC,GE	: 	: 	95.000 	85.000 	87.000 	82.556 	84.873 	86.000 	85.000 	84.000 	82.750 	: 
A,G3000,GRTL_NG5,PC,HR	58.850 	57.600 	66.400 	65.850 	62.370 	57.680 	59.080 	59.330 	73.150 	67.490 	75.030 	: 
A,G3000,GRTL_NG5,PC,HU	86.550 	77.670 	76.720 	71.300 	65.890 	67.413 	66.460 	60.666 	73.334 	74.129 	84.116 	: 
A,G3000,GRTL_NG5,PC,IE	84.960 	85.320 	92.030 	92.420 	99.200 	96.957 	97.137 	81.590 	93.500 	97.720 	97.680 	: 
A,G3000,GRTL_NG5,PC,IT	43.800 	38.200 	38.100 	47.400 	37.000 	43.500 	49.700 	43.500 	49.200 	50.400 	46.300 	: 
A,G3000,GRTL_NG5,PC,LT	98.000 	90.350 	96.240 	98.230 	98.700 	88.500 	95.500 	90.230 	90.130 	89.810 	85.170 	: 
A,G3000,GRTL_NG5,PC,LU	95.220 	94.260 	95.500 	98.310 	97.580 	98.010 	98.110 	98.520 	98.100 	98.520 	98.870 	: 
A,G3000,GRTL_NG5,PC,LV	100.000 	100.000 	100.000 	100.000 	93.500 	87.130 	81.810 	97.210 	94.270 	98.000 	90.360 	: 
A,G3000,GRTL_NG5,PC,MD	78.000 	78.200 	79.800 	79.800 	98.400 	97.090 	96.560 	91.100 	89.300 	85.540 	92.850 	: 
A,G3000,GRTL_NG5,PC,MK	96.780 	96.340 	95.930 	92.580 	93.010 	95.750 	97.900 	98.374 	98.413 	95.674 	94.182 	97.346 
A,G3000,GRTL_NG5,PC,NL	69.000 	69.000 	68.000 	66.000 	70.000 	67.000 	78.000 	81.000 	79.000 	79.000 	78.000 	: 
A,G3000,GRTL_NG5,PC,PL	88.910 	85.488 	77.954 	72.612 	84.995 	87.689 	84.943 	84.884 	84.433 	79.678 	74.449 	: 
A,G3000,GRTL_NG5,PC,PT	83.760 	80.390 	87.140 	91.740 	92.860 	92.001 	92.740 	93.250 	92.806 	90.216 	86.002 	: 
A,G3000,GRTL_NG5,PC,RO	79.920 	85.360 	81.980 	81.870 	82.580 	85.820 	83.610 	79.180 	77.890 	83.960 	84.889 	: 
A,G3000,GRTL_NG5,PC,RS	78.000 	66.000 	67.000 	79.000 	80.000 	81.000 	81.000 	81.000 	81.000 	80.000 	79.900 	: 
A,G3000,GRTL_NG5,PC,SE	: 	: 	: 	: 	: 	: 	: 	95.980 	96.390 	95.448 	95.736 	: 
A,G3000,GRTL_NG5,PC,SI	85.000 	85.900 	83.960 	83.300 	81.150 	90.700 	90.700 	91.900 	90.800 	91.600 	89.600 	: 
A,G3000,GRTL_NG5,PC,SK	81.920 	84.460 	77.350 	80.720 	69.850 	78.380 	84.900 	85.300 	82.900 	79.300 	80.300 	: 
A,G3000,GRTL_NG5,PC,TR	: 	64.170 	69.160 	64.040 	66.090 	65.190 	59.250 	52.519 	62.510 	60.480 	59.730 	: 
A,G3000,GRTL_SELL_NG5,NR,AT	3.000 	2.000 	3.000 	4.000 	5.000 	6.000 	6.000 	5.000 	5.000 	5.000 	7.000 	: 
A,G3000,GRTL_SELL_NG5,NR,BA	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	3.000 	3.000 	: 
A,G3000,GRTL_SELL_NG5,NR,BE	5.000 	5.000 	5.000 	5.000 	6.000 	6.000 	6.000 	6.000 	6.000 	6.000 	5.000 	: 
A,G3000,GRTL_SELL_NG5,NR,BG	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	3.000 	4.000 	3.000 	: 
A,G3000,GRTL_SELL_NG5,NR,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,G3000,GRTL_SELL_NG5,NR,CZ	5.000 	6.000 	5.000 	4.000 	4.000 	6.000 	4.000 	4.000 	5.000 	5.000 	5.000 	: 
A,G3000,GRTL_SELL_NG5,NR,DE	3.000 	3.000 	3.000 	3.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	: 
A,G3000,GRTL_SELL_NG5,NR,DK	3.000 	3.000 	3.000 	3.000 	4.000 	4.000 	5.000 	5.000 	5.000 	5.000 	4.000 	: 
A,G3000,GRTL_SELL_NG5,NR,EE	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.000 	3.000 	3.000 	3.000 	: 
A,G3000,GRTL_SELL_NG5,NR,EL	3.000 	3.000 	3.000 	3.000 	5.000 	6.000 	6.000 	5.000 	5.000 	5.000 	6.000 	: 
A,G3000,GRTL_SELL_NG5,NR,ES	6.000 	5.000 	5.000 	5.000 	4.000 	5.000 	5.000 	6.000 	5.000 	4.000 	5.000 	6.000 
A,G3000,GRTL_SELL_NG5,NR,FI	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	4.000 	4.000 	7.000 	8.000 	: 
A,G3000,GRTL_SELL_NG5,NR,FR	4.000 	4.000 	4.000 	4.000 	4.000 	5.000 	4.000 	4.000 	4.000 	4.000 	4.000 	: 
A,G3000,GRTL_SELL_NG5,NR,GE	: 	: 	6.000 	4.000 	4.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	: 
A,G3000,GRTL_SELL_NG5,NR,HR	3.000 	3.000 	4.000 	4.000 	4.000 	3.000 	3.000 	4.000 	5.000 	3.000 	4.000 	: 
A,G3000,GRTL_SELL_NG5,NR,HU	6.000 	6.000 	6.000 	6.000 	2.000 	3.000 	3.000 	2.000 	3.000 	3.000 	4.000 	: 
A,G3000,GRTL_SELL_NG5,NR,IE	6.000 	6.000 	6.000 	6.000 	6.000 	6.000 	6.000 	5.000 	5.000 	5.000 	5.000 	: 
A,G3000,GRTL_SELL_NG5,NR,IT	4.000 	3.000 	3.000 	3.000 	4.000 	4.000 	4.000 	4.000 	5.000 	4.000 	6.000 	: 
A,G3000,GRTL_SELL_NG5,NR,LT	1.000 	1.000 	1.000 	2.000 	2.000 	2.000 	3.000 	3.000 	4.000 	4.000 	4.000 	: 
A,G3000,GRTL_SELL_NG5,NR,LU	3.000 	4.000 	5.000 	5.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	: 
A,G3000,GRTL_SELL_NG5,NR,LV	1.000 	1.000 	1.000 	1.000 	2.000 	2.000 	2.000 	5.000 	4.000 	5.000 	4.000 	: 
A,G3000,GRTL_SELL_NG5,NR,MD	3.000 	3.000 	3.000 	3.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	: 
A,G3000,GRTL_SELL_NG5,NR,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,G3000,GRTL_SELL_NG5,NR,MK	3.000 	3.000 	3.000 	3.000 	3.000 	4.000 	3.000 	3.000 	3.000 	3.000 	3.000 	4.000 
A,G3000,GRTL_SELL_NG5,NR,NL	3.000 	3.000 	3.000 	3.000 	4.000 	4.000 	6.000 	6.000 	6.000 	6.000 	6.000 	: 
A,G3000,GRTL_SELL_NG5,NR,PL	1.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	: 
A,G3000,GRTL_SELL_NG5,NR,PT	4.000 	4.000 	5.000 	6.000 	6.000 	6.000 	6.000 	6.000 	6.000 	6.000 	5.000 	: 
A,G3000,GRTL_SELL_NG5,NR,RO	6.000 	5.000 	4.000 	4.000 	5.000 	6.000 	6.000 	5.000 	4.000 	4.000 	4.000 	: 
A,G3000,GRTL_SELL_NG5,NR,RS	2.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	: 
A,G3000,GRTL_SELL_NG5,NR,SE	6.000 	6.000 	7.000 	7.000 	7.000 	7.000 	7.000 	4.000 	4.000 	3.000 	3.000 	: 
A,G3000,GRTL_SELL_NG5,NR,SI	5.000 	5.000 	5.000 	5.000 	5.000 	6.000 	6.000 	6.000 	6.000 	6.000 	5.000 	: 
A,G3000,GRTL_SELL_NG5,NR,SK	2.000 	3.000 	2.000 	3.000 	3.000 	5.000 	5.000 	5.000 	4.000 	3.000 	3.000 	: 
A,G3000,GRTL_SELL_NG5,NR,TR	2.000 	2.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	: 
A,G3000,GRTL_SELL_NG5,NR,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
